77,80
35,02
80,31
21,80
83,21
22,39
17,42
90,98
88,59
81,66
64,08
77,15
3,75
93,34
3,55
60,06
6,49
52,04
51,90
71,18
55,68
61,50
22,13
35,68
83,86
57,97
9,70
30,45
41,37
72,21
54,70
35,33
50,21
24,40
73,70
52,09
39,74
82,89
69,71
66,62
78,82
7,61
22,92
34,10
89,34
42,21
36,51
73,58
24,57
15,03
62,18
69,04
22,50
58,43
57,98
87,25
99,11
58,30
37,84
39,07
29,28
1,33
56,14
30,90
74,41
96,21
33,52
75,19
54,55
6,64
71,00
55,28
30,57
49,23
17,99
68,59
56,86
77,23
56,99
4,28
89,06
92,19
42,74
47,01
82,49
100,24
87,00
36,45
97,24
56,77
11,16
54,00
33,28
24,11
98,71
52,68
55,40
100,45
66,92
93,88
