81,66
37,30
44,37
18,26
9,88
25,53
83,32
35,14
99,66
90,75
7,08
83,46
88,12
63,78
84,11
19,69
87,61
30,45
6,65
98,07
71,87
43,11
72,18
93,44
34,50
73,13
53,41
31,57
75,38
22,33
21,72
18,46
20,89
21,58
15,13
9,11
11,85
57,99
97,35
59,19
99,65
88,87
36,59
58,16
75,37
20,05
44,59
51,35
19,20
49,14
54,87
20,19
98,53
99,90
87,05
4,89
61,50
3,10
38,84
21,59
70,15
11,42
71,61
47,71
92,10
70,93
6,39
22,98
23,14
10,35
27,40
41,58
44,40
50,67
97,96
91,00
27,06
82,30
29,65
27,13
85,52
4,80
9,78
61,85
45,29
74,94
84,51
79,36
35,98
63,05
15,44
90,47
41,56
74,60
75,77
80,41
40,39
54,22
29,26
4,83
