91,19
54,35
3,12
37,60
32,45
17,82
48,50
47,79
20,06
66,29
15,74
96,70
43,66
43,36
68,51
46,87
23,15
57,86
25,94
3,69
100,51
90,86
22,40
79,73
40,53
28,33
20,23
53,61
60,64
44,81
59,58
64,53
44,14
32,73
89,75
41,91
4,09
45,39
16,33
81,62
55,68
96,68
15,18
45,30
23,75
40,40
10,05
76,95
59,07
33,62
83,88
2,69
62,27
74,06
95,79
3,39
17,27
89,70
5,28
27,77
17,59
50,55
63,27
43,78
28,37
66,72
15,53
9,96
64,42
35,27
78,17
85,20
80,51
98,59
87,43
85,37
63,84
81,56
95,96
38,23
90,56
81,61
86,69
84,28
58,49
95,94
2,00
20,61
36,24
84,06
40,41
86,99
75,33
79,56
56,32
49,40
16,46
85,37
9,00
44,49
