10,95
52,97
55,74
69,21
100,44
6,17
83,94
91,79
8,23
1,44
70,92
33,99
100,01
83,59
35,94
90,46
32,40
76,43
93,20
36,62
67,60
59,03
87,49
81,35
14,77
13,59
49,38
61,91
26,17
80,78
51,71
66,17
27,56
32,89
1,90
5,85
42,56
2,42
36,51
5,76
78,10
84,34
93,41
18,79
74,52
64,13
24,92
24,25
87,80
10,20
80,87
17,64
63,73
9,53
34,18
54,48
84,42
18,18
43,99
67,57
15,70
44,82
50,93
37,36
61,13
84,40
77,78
58,67
32,60
71,75
64,81
13,29
80,88
30,52
3,88
27,76
90,09
51,15
47,55
68,33
29,63
44,10
60,61
100,94
74,04
78,62
50,02
23,18
46,90
36,28
56,30
57,18
18,32
79,00
14,44
77,72
87,22
55,98
95,85
38,29
