41,28
81,77
60,23
33,66
72,81
29,26
11,70
91,50
4,57
25,78
37,04
81,18
13,22
65,44
32,23
35,29
44,81
87,11
20,24
1,43
93,06
52,66
78,83
97,60
31,24
59,29
43,39
46,07
85,54
97,47
82,12
52,46
1,82
52,42
7,10
47,74
49,87
87,41
28,23
65,07
30,02
39,96
79,23
80,11
95,01
8,22
45,04
4,03
77,14
4,32
97,82
81,73
15,18
3,69
5,59
14,21
8,67
25,12
11,65
93,75
88,04
34,78
95,73
13,27
78,34
79,57
18,26
87,14
51,58
19,69
18,55
99,68
8,10
48,87
83,94
79,72
100,77
61,40
32,61
85,02
17,89
49,87
55,78
68,29
69,92
94,52
46,31
88,64
83,45
36,16
100,29
26,42
91,84
7,86
15,78
57,43
25,77
37,67
28,50
43,24
